product_id,category_id,subcategory_id,product_name,description,base_price,sale_price,stock_quantity,weight_kg,is_active,created_at,brand,sku,rating,review_count
392,5,504,"Tran, Kemp and Ellison Bring",Final culture should. Meeting carry house stand. Mother focus computer attack nice every course bit. Interview possible option news machine under expert.,804.24,752.51,185,12.27,True,2023-01-20,Davis-Cherry,SKU-13777,4.7,917
393,2,204,Fernandez-Murphy Affect,"Hand Republican campaign right red real send. View any create.
Million morning forget raise. Bill better dog care. Natural town teach effort.",921.19,757.76,421,8.87,False,2023-01-21,Sanchez PLC,SKU-51187,3.0,905
394,5,505,Guerra-Williams Mother,"Artist audience smile black consider drug. Source firm authority serious best what.
Beyond bad situation international. Prevent how almost me foot. Probably protect stop about hand throughout bed.",726.54,613.78,978,13.43,True,2023-01-17,"Sharp, Dixon and Nash",SKU-91033,3.2,694
395,2,204,Mcdaniel-Jones Indeed,"Staff interview now space heavy board. Great use contain institution.
Gun young discover might sport. Finally spring moment figure trial less store.",352.29,329.48,394,3.06,True,2023-01-29,Cook-Hawkins,SKU-90335,3.1,680
396,2,205,"Mcdowell, Jones and Dodson Leader","Always reflect ever million southern out prove structure. Develop discuss even someone better hair.
Tax daughter ground young information find chance. Physical soon law sure live.",850.36,825.16,890,3.39,True,2023-01-11,Garcia Inc,SKU-41574,3.7,304
397,1,105,Aguilar-Owens Fund,Director rise director goal. General use you. Network eye media seem fire eat TV.,230.48,214.04,412,16.36,False,2023-01-15,"Hale, Gilbert and Wallace",SKU-85108,3.9,894
398,4,404,Brown-Rogers Thing,"Body always health allow car. Including either choose guess sound.
Sell leader special dream among look. Federal mission western perhaps than. Too your must. Interest seat according young.",322.9,321.65,763,13.1,True,2023-01-14,Huff-Guzman,SKU-14696,4.1,16
399,1,105,Edwards and Sons Television,"Evening bank employee well marriage. Very them race close would current carry.
Kid hundred great American western. Stuff general treat out consider.",963.54,893.69,911,10.22,True,2023-01-22,Johnson LLC,SKU-69796,4.9,393
400,1,102,Allen Group Able,"Want push little wall history like. Difference quickly best many animal what since.
Property bit point theory agree. Letter like which throw Mrs.",845.87,732.86,785,12.43,True,2023-01-22,Wilson-Martin,SKU-57617,4.4,130
401,1,102,"Ware, Gardner and Davis According",Yard before large artist education get debate. Describe forward wish for often development Congress.,12.17,10.6,648,19.29,True,2023-01-17,"French, Frank and Matthews",SKU-59006,4.4,64
402,2,204,"Torres, Flowers and Barker Might","Major yet color appear push sort begin. Want born couple cover meeting agency learn. Sometimes name involve yes stage.
Carry behavior clear grow possible opportunity many.",149.04,140.6,738,8.24,True,2023-01-07,"Rush, Schneider and Harris",SKU-34581,3.2,885
403,4,402,Brown PLC Decision,A hit stay development student set major. With degree half event body political trade. Back only trade story whose walk detail.,462.48,442.26,733,6.82,True,2023-01-02,Howard-Wiggins,SKU-93000,4.7,621
404,1,104,Cole PLC Various,Between hear maintain grow house trial eight. Material show heart. Treat health maintain lot center road method.,462.81,424.8,516,2.78,True,2023-01-17,Barnett-White,SKU-16366,4.1,458
405,5,504,"Lopez, Webb and Mann Remain","East real father probably environmental. Himself when song. Could by city different statement.
Authority language picture test. Sometimes believe arm usually send morning staff.",925.13,884.62,932,3.63,True,2023-01-24,"Donovan, May and Garza",SKU-26827,3.2,686
406,5,505,"Greene, Fuller and Lopez Field","Question its always low clear great feel. Total member day. Nor size strong science note us.
Sound fly fast quite find cut sit heavy. Effort option themselves mention company stock usually.",883.87,796.21,393,8.43,True,2023-01-23,Morales Ltd,SKU-42537,3.5,1000
407,3,303,Miller Group Price,"Sense professional catch natural market. Choice radio here data doctor cover. Pass life professional. Something country hard miss word body.
Say off fly effect. From pick over pretty.",458.32,378.88,422,12.09,True,2023-01-17,"Sanders, Franklin and Anderson",SKU-49179,4.7,567
408,3,305,Martin-Wilson Gas,"Significant single evening set ago eight threat begin. Carry we brother American.
His fish now inside five. Answer which prevent see realize ask list.",636.26,534.57,639,14.32,True,2023-01-30,Hunter LLC,SKU-98129,3.3,743
409,2,205,"Hawkins, Grant and Coleman Think","Not artist to all baby successful pull. Right meet will economic number success base.
Animal value manager continue positive bar. Type ground sense include.",547.07,507.34,727,2.4,True,2023-01-16,Johnson LLC,SKU-86389,4.1,692
410,4,405,Brown-Glass Happy,Challenge course next section his real discover. Level reality question that gas away. Grow follow win ground brother system.,293.07,284.12,827,0.35,True,2023-01-13,Gray and Sons,SKU-29048,3.1,72
411,2,203,Ramos Inc Board,Radio lay mission. Others hair attorney difficult response officer until. Bill medical bill enough back any over. Agreement door TV close term population store.,752.68,626.37,293,13.7,True,2023-01-02,Osborn-Robinson,SKU-48684,3.4,565
412,1,103,"Harvey, Brown and Jensen Matter","State else while. Walk boy weight house store senior. Play fight meeting us bar.
Available wrong use recently skin yard protect. Establish plan social bad sport. Leg sister if skill.",815.89,669.43,888,13.54,True,2023-01-08,"Heath, Gordon and Jones",SKU-94819,4.1,257
413,5,503,Moody and Sons Employee,The amount for western receive similar. Reduce break senior create truth along record. Half box hope road lead interesting least simple.,696.01,563.35,390,7.81,True,2023-01-22,Smith-Jennings,SKU-50980,4.9,72
414,1,103,Smith-Wright Newspaper,"Player head road scene. Baby discover movie material they place fire.
Imagine benefit whose serious truth energy. Finish environmental fill. Friend them one build. Network want fast nor feeling law.",211.06,205.52,881,17.42,True,2023-01-30,Mcdonald-Dougherty,SKU-93071,4.4,675
415,3,305,Miller PLC Star,Her voice claim probably throw trade. Rather mother behind bar something write. Consumer on argue south official knowledge born.,551.15,507.43,794,14.53,True,2023-01-15,"Schmidt, Jones and Escobar",SKU-33255,5.0,92
416,2,202,Munoz-Sanchez Best,Vote wall area before first student perform mention. Need ground opportunity anything choose. Player culture speech high.,737.73,607.79,41,8.63,True,2023-01-05,"Mendez, Norris and Greene",SKU-31093,4.2,285
417,1,103,Martinez-Miller Parent,"Staff institution make economy coach experience interest. Author only close explain indeed.
Loss cost detail low board husband factor. Chair win American serious.",471.67,465.77,40,3.16,True,2023-01-02,"Hopkins, Mills and Mcintosh",SKU-91968,4.2,690
418,3,304,"Harrison, Allen and Miller Nice",Voice international American news. Them capital break our fund middle can. Interview free alone cold size read.,792.01,720.75,74,15.7,True,2023-01-08,Little-Washington,SKU-34100,4.0,815
419,5,502,Thompson-Vega Star,"Building others food physical wife thought than.
Investment thousand support mind. Behavior a know on call trouble good would. Sing decade thank them health assume.",421.77,382.72,94,7.05,True,2023-01-22,Rivas-Gomez,SKU-53500,3.7,322
420,2,205,"Ayers, Gilbert and Robinson City",Agree different station. Water paper film professor. Character we claim both.,535.19,534.83,843,15.07,True,2023-01-04,Perez-Perez,SKU-97679,3.7,266
421,5,505,Sullivan-Martinez Father,"Might personal month house gun detail time. Tough but present push four.
Note Republican difference public couple show force. East hear wind none consumer focus surface. System others your head hit.",251.39,203.12,906,6.49,True,2023-01-31,"Benjamin, Brennan and Wagner",SKU-24860,3.8,572
422,3,301,Woodard-White Few,"Live sound score food a. Purpose west name share office. Weight month right establish why church.
However vote matter discuss. Simple picture goal avoid long focus through.",912.22,879.77,383,10.33,True,2023-01-16,Allison PLC,SKU-15747,3.6,682
423,2,203,Sanchez-Leblanc Or,"Visit sort phone color seven sell. Throw huge he support follow.
Federal least general garden. Very ever close reveal those.",518.76,513.38,171,19.44,True,2023-01-18,"Montgomery, Anthony and Williams",SKU-10960,4.3,232
424,2,204,Brown LLC In,From player collection. Drive beyond president season. Author paper kind figure despite hour.,837.31,704.27,848,14.08,True,2023-01-25,Nelson-Kim,SKU-67047,4.3,982
425,1,102,"Schmidt, Gilbert and Harmon Local","Begin lot few half thank stay cultural. Specific crime church source eight outside moment. Top avoid each record.
Candidate record report. Theory staff role water lot alone.",33.52,31.62,38,1.84,False,2023-01-26,Lee-Richards,SKU-43018,4.1,605
426,2,203,Wilson-Fisher Remember,As hope political involve never open lead. Seek my minute open discussion. Partner none including theory memory get director.,413.56,368.16,414,8.72,False,2023-01-22,Weber PLC,SKU-25506,4.1,669
427,5,501,"Martinez, Wells and Rodriguez Music","Even between fly new stage himself. Between picture simply assume.
Necessary hit hold school decide.
Provide entire health represent every. Subject fish husband investment pick.",758.4,695.55,717,16.98,True,2023-01-17,Bennett-Cruz,SKU-23911,3.6,728
428,3,305,"Bates, Mathews and Bennett Democratic","Wear else rule meet. Season stuff growth fill.
Difficult state leave look. Its nation fund be seek care.
Next member example chance any general. Without high fill allow near a.",95.64,91.15,448,7.69,True,2023-01-01,Wheeler Group,SKU-72126,3.3,242
429,2,204,Cannon PLC Dog,"Try tell coach pull word read. Agency home consumer war power build.
World back company director feel between. Once author actually surface week. Serious pass wall share south suffer friend.",798.8,774.75,302,19.21,True,2023-01-22,Gilbert Inc,SKU-94926,3.7,988
430,1,105,Dixon-Gordon Capital,"Wrong hot evidence long team lead. Director resource message old image education like.
Special never fall common win. Expect poor owner catch Mrs win.",876.02,725.58,42,0.2,True,2023-01-18,Anderson LLC,SKU-81765,4.9,326
431,2,203,"Meyer, Taylor and Johnson Operation","Successful rate dog action. Despite by minute person. Individual site with perform trouble.
Today free budget dinner north capital laugh. Whole Democrat ability long investment throw son.",219.62,215.47,871,10.3,True,2023-01-08,"Friedman, Harris and Thomas",SKU-90856,4.7,209
432,1,102,Roman LLC Operation,"Heavy watch concern degree culture. Natural drop wife remember develop music issue. Research skill expert central big.
Sit reality family appear. Yet ago reach model by claim table.",674.27,615.92,55,17.04,True,2023-01-18,"Carter, Zuniga and Brown",SKU-70458,4.3,89
433,3,301,Matthews Ltd Technology,Point per it evening identify level. Finish level focus laugh involve right. Stuff democratic office old yourself store.,258.18,216.74,594,9.8,True,2023-01-05,Cox-Simon,SKU-97988,4.3,117
434,3,305,Colon Inc Boy,Sing song most entire product threat. Middle than space number speak subject.,79.11,66.35,497,9.07,True,2023-01-10,Myers-Smith,SKU-86568,3.3,599
435,3,303,Silva LLC Beyond,"Nothing down miss. Say teacher opportunity mission.
Source as lay common full modern into. Coach push performance.",959.07,799.61,320,5.0,True,2023-01-24,"Herrera, Deleon and Stephens",SKU-93995,3.9,877
436,3,302,"Simon, Warren and Ray Never",Team relate should much direction myself. Throw by during situation have response. Enough serve no down upon box. Few blood country glass bag administration sea.,682.78,591.5,491,9.31,True,2023-01-10,Barton-Griffin,SKU-73828,4.1,192
437,5,501,"Garcia, Bruce and Strickland Rest","Process just floor force. Stuff indicate final practice use discover arm TV. Reach item ten mission maintain. Vote series perform cut clear.
Face area box individual fund.",843.38,819.54,143,17.84,True,2023-01-24,"Gutierrez, Dodson and Greene",SKU-92132,3.2,91
438,1,105,"Heath, Smith and Williams Door","Pressure break five scientist throw. View language miss chance college significant. Eat miss very have size send carry.
Model start why business thank fund rule. Line worry argue several paper.",635.31,611.5,592,8.16,True,2023-01-30,Burke Group,SKU-14804,4.1,579
439,5,504,Lewis-Erickson A,Leg yard read experience dream. Rate cultural role star color.,657.37,545.44,401,4.54,True,2023-01-24,Bautista-Wilson,SKU-48141,3.3,528
440,5,501,"Jenkins, Moyer and Park Break",Something finally those. Five factor chair operation. Responsibility behind evidence begin article seat Mrs.,402.82,362.71,678,4.85,True,2023-01-20,Walker-Baxter,SKU-99674,3.3,537
441,2,204,Juarez-Brennan Business,"Pm argue stay. Quality best strategy same accept hospital money.
Support final likely itself. Key player call. Car least writer.",167.63,153.09,579,13.22,True,2023-01-24,Mills PLC,SKU-73373,4.9,56
442,2,204,"Hall, Robinson and Carter Agent","Ten name including. Less key send serious machine ahead. Myself thank bring task without.
Economic vote too yes. All worry with marriage health in.",239.43,204.21,239,0.95,True,2023-01-30,Zimmerman Ltd,SKU-57349,3.8,953
